time,x_fork,y_fork,z_fork,qx_fork,qy_fork,qz_fork,qw_fork,x_knife,y_knife,z_knife,qx_knife,qy_knife,qz_knife,qw_knife,x_fork_f,y_fork_f,z_fork_f,x_knife_f,y_knife_f,z_knife_f
9.979998350143432617e+00,3.484397530555725098e-01,2.533792555332183838e-01,-1.456267684698104858e-01,5.002928152680397034e-02,-4.425166547298431396e-02,3.325216174125671387e-01,9.407275915145874023e-01,5.381042957305908203e-01,2.297575026750564575e-01,-3.169411793351173401e-02,3.757047057151794434e-01,1.360109262168407440e-02,-9.581789374351501465e-02,9.216723442077636719e-01,6.800000000000000488e-02,-1.749999999999999889e-01,5.999999999999999778e-02,2.000000000000000042e-03,-7.099999999999999367e-02,2.999999999999999889e-02
9.989758014678955078e+00,3.486036062240600586e-01,2.533731758594512939e-01,-1.456822156906127930e-01,5.031565204262733459e-02,-4.419302195310592651e-02,3.328096270561218262e-01,9.406132102012634277e-01,5.379200577735900879e-01,2.298619747161865234e-01,-3.197346255183219910e-02,3.778176605701446533e-01,1.356874499469995499e-02,-9.524069726467132568e-02,9.208685755729675293e-01,6.800000000000000488e-02,-1.749999999999999889e-01,5.899999999999999689e-02,3.000000000000000062e-03,-7.099999999999999367e-02,2.999999999999999889e-02
9.999908685684204102e+00,3.488382399082183838e-01,2.533718347549438477e-01,-1.457505077123641968e-01,5.055141076445579529e-02,-4.327628761529922485e-02,3.322453796863555908e-01,9.408426284790039062e-01,5.378190875053405762e-01,2.299361974000930786e-01,-3.239841014146804810e-02,3.786438107490539551e-01,1.305547729134559631e-02,-9.426724910736083984e-02,9.206368327140808105e-01,6.800000000000000488e-02,-1.759999999999999898e-01,5.999999999999999778e-02,3.000000000000000062e-03,-7.199999999999999456e-02,2.999999999999999889e-02
1.000998616218566895e+01,3.491712510585784912e-01,2.534117698669433594e-01,-1.458099037408828735e-01,5.094578117132186890e-02,-4.315936192870140076e-02,3.316461741924285889e-01,9.410381317138671875e-01,5.374858975410461426e-01,2.298901677131652832e-01,-3.271320462226867676e-02,3.784633874893188477e-01,1.203185319900512695e-02,-9.442692250013351440e-02,9.207086563110351562e-01,6.800000000000000488e-02,-1.749999999999999889e-01,5.999999999999999778e-02,2.000000000000000042e-03,-7.099999999999999367e-02,2.900000000000000147e-02
1.001979994773864746e+01,3.494263291358947754e-01,2.535041570663452148e-01,-1.458385437726974487e-01,5.114828050136566162e-02,-4.500176757574081421e-02,3.329133391380310059e-01,9.404932260513305664e-01,5.364485383033752441e-01,2.295227050781250000e-01,-3.335592150688171387e-02,3.778847157955169678e-01,1.579098217189311981e-02,-8.981707692146301270e-02,9.213505387306213379e-01,6.900000000000000577e-02,-1.749999999999999889e-01,5.999999999999999778e-02,0.000000000000000000e+00,-7.099999999999999367e-02,2.999999999999999889e-02
1.002992081642150879e+01,3.497290313243865967e-01,2.535758018493652344e-01,-1.457711607217788696e-01,5.223644897341728210e-02,-4.536664113402366638e-02,3.331178724765777588e-01,9.403434991836547852e-01,5.359833240509033203e-01,2.294478267431259155e-01,-3.358991444110870361e-02,3.809185922145843506e-01,1.800340600311756134e-02,-9.214616566896438599e-02,9.198293685913085938e-01,7.000000000000000666e-02,-1.739999999999999880e-01,5.999999999999999778e-02,0.000000000000000000e+00,-7.199999999999999456e-02,2.999999999999999889e-02
1.004992175102233887e+01,3.500824272632598877e-01,2.536865770816802979e-01,-1.456498354673385620e-01,5.217765644192695618e-02,-4.649804532527923584e-02,3.322425484657287598e-01,9.406010508537292480e-01,5.356503725051879883e-01,2.296132892370223999e-01,-3.418957442045211792e-02,3.834663033485412598e-01,1.467853225767612457e-02,-8.932930231094360352e-02,9.191074371337890625e-01,6.900000000000000577e-02,-1.739999999999999880e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.199999999999999456e-02,2.900000000000000147e-02
1.006990337371826172e+01,3.505461812019348145e-01,2.537482082843780518e-01,-1.456769704818725586e-01,5.279210954904556274e-02,-4.748916253447532654e-02,3.313880264759063721e-01,9.408186674118041992e-01,5.354798436164855957e-01,2.297448515892028809e-01,-3.423029184341430664e-02,3.805694580078125000e-01,1.500285044312477112e-02,-9.031128138303756714e-02,9.202095866203308105e-01,7.000000000000000666e-02,-1.739999999999999880e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.199999999999999456e-02,2.999999999999999889e-02
1.007986402511596680e+01,3.507618010044097900e-01,2.535496950149536133e-01,-1.459841579198837280e-01,5.182459577918052673e-02,-4.696831852197647095e-02,3.310583829879760742e-01,9.410147070884704590e-01,5.350582003593444824e-01,2.296475470066070557e-01,-3.422311320900917053e-02,3.790282607078552246e-01,1.676048338413238525e-02,-9.167347848415374756e-02,9.206805825233459473e-01,6.900000000000000577e-02,-1.749999999999999889e-01,5.899999999999999689e-02,3.000000000000000062e-03,-7.199999999999999456e-02,2.999999999999999889e-02
1.008990192413330078e+01,3.508008420467376709e-01,2.534319758415222168e-01,-1.461674720048904419e-01,5.155384540557861328e-02,-4.720120877027511597e-02,3.328424692153930664e-01,9.403883218765258789e-01,5.345016717910766602e-01,2.297606915235519409e-01,-3.434517607092857361e-02,3.826534152030944824e-01,1.465116906911134720e-02,-9.056884050369262695e-02,9.193254113197326660e-01,6.800000000000000488e-02,-1.759999999999999898e-01,5.899999999999999689e-02,3.000000000000000062e-03,-7.199999999999999456e-02,2.999999999999999889e-02
1.010993528366088867e+01,3.509944379329681396e-01,2.532840669155120850e-01,-1.463318318128585815e-01,5.245064944028854370e-02,-4.792304337024688721e-02,3.355373442173004150e-01,9.393439888954162598e-01,5.340015888214111328e-01,2.296856939792633057e-01,-3.407125547528266907e-02,3.805353045463562012e-01,1.721577905118465424e-02,-9.291772544384002686e-02,9.199254512786865234e-01,6.700000000000000400e-02,-1.749999999999999889e-01,5.899999999999999689e-02,3.000000000000000062e-03,-7.000000000000000666e-02,2.999999999999999889e-02
1.011990714073181152e+01,3.512684702873229980e-01,2.529876232147216797e-01,-1.464473903179168701e-01,5.299458652734756470e-02,-4.675376415252685547e-02,3.324232399463653564e-01,9.404788613319396973e-01,5.332876443862915039e-01,2.287201434373855591e-01,-3.376094251871109009e-02,3.724121749401092529e-01,2.115345187485218048e-02,-8.954511582851409912e-02,9.234952330589294434e-01,6.700000000000000400e-02,-1.749999999999999889e-01,5.899999999999999689e-02,2.000000000000000042e-03,-7.099999999999999367e-02,2.999999999999999889e-02
1.013981509208679199e+01,3.515397608280181885e-01,2.528827488422393799e-01,-1.464039087295532227e-01,5.358870700001716614e-02,-4.711275547742843628e-02,3.308111429214477539e-01,9.409956336021423340e-01,5.329217314720153809e-01,2.295998781919479370e-01,-3.414705768227577209e-02,3.807097673416137695e-01,1.964566111564636230e-02,-9.060557186603546143e-02,9.200352430343627930e-01,6.700000000000000400e-02,-1.749999999999999889e-01,5.899999999999999689e-02,3.000000000000000062e-03,-7.199999999999999456e-02,3.099999999999999978e-02
1.015986227989196777e+01,3.523878753185272217e-01,2.531040310859680176e-01,-1.456774175167083740e-01,5.463126674294471741e-02,-4.721545055508613586e-02,3.287223279476165771e-01,9.416622519493103027e-01,5.327023863792419434e-01,2.295836657285690308e-01,-3.418198227882385254e-02,3.809947967529296875e-01,1.953737251460552216e-02,-9.062477946281433105e-02,9.199176430702209473e-01,6.800000000000000488e-02,-1.749999999999999889e-01,5.899999999999999689e-02,3.000000000000000062e-03,-7.099999999999999367e-02,2.999999999999999889e-02
